141	アニメチャンネル	25	2017/4/3 3:50:00	2017/4/3 4:10:00
142	アニメチャンネル	18	2017/4/3 4:10:00	2017/4/3 4:25:00
143	Newsチャンネル	38	2017/4/3 4:20:00	2017/4/3 4:35:00
144	アニメチャンネル	45	2017/4/3 4:25:00	2017/4/3 6:25:00
145	Newsチャンネル	38	2017/4/3 4:35:00	2017/4/3 4:50:00
146	Newsチャンネル	48	2017/4/3 4:50:00	2017/4/3 5:05:00
147	Newsチャンネル	48	2017/4/3 5:05:00	2017/4/3 5:20:00
148	Newsチャンネル	11	2017/4/3 5:20:00	2017/4/3 8:20:00
149	バラエティチャンネル	21	2017/4/3 5:45:00	2017/4/3 6:15:00
150	バラエティチャンネル	15	2017/4/3 6:15:00	2017/4/3 8:15:00
151	アニメチャンネル	47	2017/4/3 6:25:00	2017/4/3 8:55:00
152	バラエティチャンネル	22	2017/4/3 8:15:00	2017/4/3 8:35:00
153	Newsチャンネル	36	2017/4/3 8:20:00	2017/4/3 11:20:00
154	バラエティチャンネル	49	2017/4/3 8:35:00	2017/4/3 8:50:00
155	バラエティチャンネル	35	2017/4/3 8:50:00	2017/4/3 9:50:00
156	アニメチャンネル	13	2017/4/3 8:55:00	2017/4/3 9:25:00
157	アニメチャンネル	47	2017/4/3 9:25:00	2017/4/3 11:55:00
158	バラエティチャンネル	24	2017/4/3 9:50:00	2017/4/3 10:20:00
159	バラエティチャンネル	12	2017/4/3 10:20:00	2017/4/3 11:20:00
160	Newsチャンネル	26	2017/4/3 11:20:00	2017/4/3 11:50:00
161	バラエティチャンネル	15	2017/4/3 11:20:00	2017/4/3 13:20:00
162	Newsチャンネル	38	2017/4/3 11:50:00	2017/4/3 12:05:00
163	アニメチャンネル	7	2017/4/3 11:55:00	2017/4/3 12:15:00
164	Newsチャンネル	3	2017/4/3 12:05:00	2017/4/3 15:05:00
165	アニメチャンネル	9	2017/4/3 12:15:00	2017/4/3 14:45:00
166	バラエティチャンネル	49	2017/4/3 13:20:00	2017/4/3 13:35:00
167	バラエティチャンネル	14	2017/4/3 13:35:00	2017/4/3 14:35:00
168	バラエティチャンネル	28	2017/4/3 14:35:00	2017/4/3 15:35:00
169	アニメチャンネル	25	2017/4/3 14:45:00	2017/4/3 15:05:00
170	アニメチャンネル	18	2017/4/3 15:05:00	2017/4/3 15:20:00
171	Newsチャンネル	30	2017/4/3 15:05:00	2017/4/3 15:20:00
172	アニメチャンネル	34	2017/4/3 15:20:00	2017/4/3 15:40:00
173	Newsチャンネル	3	2017/4/3 15:20:00	2017/4/3 18:20:00
174	バラエティチャンネル	12	2017/4/3 15:35:00	2017/4/3 16:35:00
175	アニメチャンネル	25	2017/4/3 15:40:00	2017/4/3 16:00:00
176	アニメチャンネル	4	2017/4/3 16:00:00	2017/4/3 17:00:00
177	バラエティチャンネル	43	2017/4/3 16:35:00	2017/4/3 17:05:00
178	アニメチャンネル	4	2017/4/3 17:00:00	2017/4/3 18:00:00
179	バラエティチャンネル	16	2017/4/3 17:05:00	2017/4/3 18:05:00
180	アニメチャンネル	25	2017/4/3 18:00:00	2017/4/3 18:20:00
181	バラエティチャンネル	49	2017/4/3 18:05:00	2017/4/3 18:20:00
182	アニメチャンネル	2	2017/4/3 18:20:00	2017/4/3 18:35:00
183	Newsチャンネル	39	2017/4/3 18:20:00	2017/4/3 19:20:00
184	バラエティチャンネル	27	2017/4/3 18:20:00	2017/4/3 19:20:00
185	アニメチャンネル	4	2017/4/3 18:35:00	2017/4/3 19:35:00
186	Newsチャンネル	50	2017/4/3 19:20:00	2017/4/3 19:50:00
187	バラエティチャンネル	14	2017/4/3 19:20:00	2017/4/3 20:20:00
188	アニメチャンネル	4	2017/4/3 19:35:00	2017/4/3 20:35:00
189	Newsチャンネル	39	2017/4/3 19:50:00	2017/4/3 20:50:00
190	バラエティチャンネル	21	2017/4/3 20:20:00	2017/4/3 20:50:00
191	アニメチャンネル	25	2017/4/3 20:35:00	2017/4/3 20:55:00
192	Newsチャンネル	11	2017/4/3 20:50:00	2017/4/3 23:50:00
193	バラエティチャンネル	28	2017/4/3 20:50:00	2017/4/3 21:50:00
194	アニメチャンネル	25	2017/4/3 20:55:00	2017/4/3 21:15:00
195	アニメチャンネル	7	2017/4/3 21:15:00	2017/4/3 21:35:00
196	アニメチャンネル	25	2017/4/3 21:35:00	2017/4/3 21:55:00
197	バラエティチャンネル	23	2017/4/3 21:50:00	2017/4/4 0:50:00
198	アニメチャンネル	34	2017/4/3 21:55:00	2017/4/3 22:15:00
199	アニメチャンネル	25	2017/4/3 22:15:00	2017/4/3 22:35:00
200	アニメチャンネル	41	2017/4/3 22:35:00	2017/4/3 23:35:00
201	アニメチャンネル	32	2017/4/3 23:35:00	2017/4/4 2:05:00
202	Newsチャンネル	8	2017/4/3 23:50:00	2017/4/4 0:05:00
203	Newsチャンネル	6	2017/4/4 0:05:00	2017/4/4 0:25:00
204	Newsチャンネル	39	2017/4/4 0:25:00	2017/4/4 1:25:00
205	バラエティチャンネル	28	2017/4/4 0:50:00	2017/4/4 1:50:00
206	Newsチャンネル	40	2017/4/4 1:25:00	2017/4/4 1:40:00
207	Newsチャンネル	5	2017/4/4 1:40:00	2017/4/4 2:10:00
208	バラエティチャンネル	1	2017/4/4 1:50:00	2017/4/4 2:50:00
209	アニメチャンネル	32	2017/4/4 2:05:00	2017/4/4 4:35:00
210	Newsチャンネル	36	2017/4/4 2:10:00	2017/4/4 5:10:00
211	バラエティチャンネル	35	2017/4/4 2:50:00	2017/4/4 3:50:00
212	バラエティチャンネル	31	2017/4/4 3:50:00	2017/4/4 4:10:00
213	バラエティチャンネル	21	2017/4/4 4:10:00	2017/4/4 4:40:00
214	アニメチャンネル	13	2017/4/4 4:35:00	2017/4/4 5:05:00
215	バラエティチャンネル	42	2017/4/4 4:40:00	2017/4/4 5:00:00
216	バラエティチャンネル	42	2017/4/4 5:00:00	2017/4/4 5:20:00
217	アニメチャンネル	41	2017/4/4 5:05:00	2017/4/4 6:05:00
218	Newsチャンネル	29	2017/4/4 5:10:00	2017/4/4 5:40:00
219	バラエティチャンネル	31	2017/4/4 5:20:00	2017/4/4 5:40:00
220	Newsチャンネル	40	2017/4/4 5:40:00	2017/4/4 5:55:00
221	バラエティチャンネル	1	2017/4/4 5:40:00	2017/4/4 6:40:00
222	Newsチャンネル	26	2017/4/4 5:55:00	2017/4/4 6:25:00
223	アニメチャンネル	7	2017/4/4 6:05:00	2017/4/4 6:25:00
224	アニメチャンネル	45	2017/4/4 6:25:00	2017/4/4 8:25:00
225	Newsチャンネル	48	2017/4/4 6:25:00	2017/4/4 6:40:00
226	Newsチャンネル	37	2017/4/4 6:40:00	2017/4/4 7:40:00
227	バラエティチャンネル	1	2017/4/4 6:40:00	2017/4/4 7:40:00
228	Newsチャンネル	26	2017/4/4 7:40:00	2017/4/4 8:10:00
229	バラエティチャンネル	23	2017/4/4 7:40:00	2017/4/4 10:40:00
230	Newsチャンネル	26	2017/4/4 8:10:00	2017/4/4 8:40:00
231	アニメチャンネル	9	2017/4/4 8:25:00	2017/4/4 10:55:00
232	Newsチャンネル	5	2017/4/4 8:40:00	2017/4/4 9:10:00
233	Newsチャンネル	39	2017/4/4 9:10:00	2017/4/4 10:10:00
234	Newsチャンネル	40	2017/4/4 10:10:00	2017/4/4 10:25:00
235	Newsチャンネル	38	2017/4/4 10:25:00	2017/4/4 10:40:00
236	Newsチャンネル	37	2017/4/4 10:40:00	2017/4/4 11:40:00
237	バラエティチャンネル	28	2017/4/4 10:40:00	2017/4/4 11:40:00
238	アニメチャンネル	25	2017/4/4 10:55:00	2017/4/4 11:15:00
239	アニメチャンネル	19	2017/4/4 11:15:00	2017/4/4 11:45:00
240	Newsチャンネル	39	2017/4/4 11:40:00	2017/4/4 12:40:00
241	バラエティチャンネル	21	2017/4/4 11:40:00	2017/4/4 12:10:00
242	アニメチャンネル	2	2017/4/4 11:45:00	2017/4/4 12:00:00
243	アニメチャンネル	2	2017/4/4 12:00:00	2017/4/4 12:15:00
244	バラエティチャンネル	31	2017/4/4 12:10:00	2017/4/4 12:30:00
245	アニメチャンネル	41	2017/4/4 12:15:00	2017/4/4 13:15:00
246	バラエティチャンネル	16	2017/4/4 12:30:00	2017/4/4 13:30:00
247	Newsチャンネル	40	2017/4/4 12:40:00	2017/4/4 12:55:00
248	Newsチャンネル	11	2017/4/4 12:55:00	2017/4/4 15:55:00
249	アニメチャンネル	13	2017/4/4 13:15:00	2017/4/4 13:45:00
250	バラエティチャンネル	23	2017/4/4 13:30:00	2017/4/4 16:30:00
251	アニメチャンネル	18	2017/4/4 13:45:00	2017/4/4 14:00:00
252	アニメチャンネル	32	2017/4/4 14:00:00	2017/4/4 16:30:00
253	Newsチャンネル	33	2017/4/4 15:55:00	2017/4/4 18:55:00
254	アニメチャンネル	44	2017/4/4 16:30:00	2017/4/4 16:45:00
255	バラエティチャンネル	1	2017/4/4 16:30:00	2017/4/4 17:30:00
256	アニメチャンネル	18	2017/4/4 16:45:00	2017/4/4 17:00:00
257	アニメチャンネル	46	2017/4/4 17:00:00	2017/4/4 17:15:00
258	アニメチャンネル	25	2017/4/4 17:15:00	2017/4/4 17:35:00
259	バラエティチャンネル	28	2017/4/4 17:30:00	2017/4/4 18:30:00
260	アニメチャンネル	34	2017/4/4 17:35:00	2017/4/4 17:55:00
261	アニメチャンネル	45	2017/4/4 17:55:00	2017/4/4 19:55:00
262	バラエティチャンネル	35	2017/4/4 18:30:00	2017/4/4 19:30:00
263	Newsチャンネル	33	2017/4/4 18:55:00	2017/4/4 21:55:00
264	バラエティチャンネル	49	2017/4/4 19:30:00	2017/4/4 19:45:00
265	バラエティチャンネル	14	2017/4/4 19:45:00	2017/4/4 20:45:00
266	アニメチャンネル	9	2017/4/4 19:55:00	2017/4/4 22:25:00
267	バラエティチャンネル	42	2017/4/4 20:45:00	2017/4/4 21:05:00
268	バラエティチャンネル	21	2017/4/4 21:05:00	2017/4/4 21:35:00
269	バラエティチャンネル	35	2017/4/4 21:35:00	2017/4/4 22:35:00
270	Newsチャンネル	5	2017/4/4 21:55:00	2017/4/4 22:25:00
271	アニメチャンネル	25	2017/4/4 22:25:00	2017/4/4 22:45:00
272	Newsチャンネル	26	2017/4/4 22:25:00	2017/4/4 22:55:00
273	バラエティチャンネル	31	2017/4/4 22:35:00	2017/4/4 22:55:00
274	アニメチャンネル	34	2017/4/4 22:45:00	2017/4/4 23:05:00
275	Newsチャンネル	5	2017/4/4 22:55:00	2017/4/4 23:25:00
276	バラエティチャンネル	24	2017/4/4 22:55:00	2017/4/4 23:25:00
277	アニメチャンネル	47	2017/4/4 23:05:00	2017/4/5 1:35:00
278	Newsチャンネル	36	2017/4/4 23:25:00	2017/4/5 2:25:00
279	バラエティチャンネル	43	2017/4/4 23:25:00	2017/4/4 23:55:00
280	バラエティチャンネル	27	2017/4/4 23:55:00	2017/4/5 0:55:00
281	バラエティチャンネル	28	2017/4/5 0:55:00	2017/4/5 1:55:00
282	アニメチャンネル	46	2017/4/5 1:35:00	2017/4/5 1:50:00
283	バラエティチャンネル	28	2017/4/5 1:55:00	2017/4/5 2:55:00
284	Newsチャンネル	39	2017/4/5 2:25:00	2017/4/5 3:25:00
285	バラエティチャンネル	24	2017/4/5 2:55:00	2017/4/5 3:25:00
286	Newsチャンネル	26	2017/4/5 3:25:00	2017/4/5 3:55:00
287	バラエティチャンネル	23	2017/4/5 3:25:00	2017/4/5 6:25:00
288	Newsチャンネル	36	2017/4/5 3:55:00	2017/4/5 6:55:00
289	バラエティチャンネル	23	2017/4/5 6:25:00	2017/4/5 9:25:00
290	Newsチャンネル	40	2017/4/5 6:55:00	2017/4/5 7:10:00
291	Newsチャンネル	26	2017/4/5 7:10:00	2017/4/5 7:40:00
292	Newsチャンネル	40	2017/4/5 7:40:00	2017/4/5 7:55:00
293	Newsチャンネル	26	2017/4/5 7:55:00	2017/4/5 8:25:00
294	Newsチャンネル	11	2017/4/5 8:25:00	2017/4/5 11:25:00
295	バラエティチャンネル	21	2017/4/5 9:25:00	2017/4/5 9:55:00
296	Newsチャンネル	37	2017/4/5 11:25:00	2017/4/5 12:25:00
297	Newsチャンネル	30	2017/4/5 12:25:00	2017/4/5 12:40:00
298	Newsチャンネル	37	2017/4/5 12:40:00	2017/4/5 13:40:00
299	Newsチャンネル	36	2017/4/5 13:40:00	2017/4/5 16:40:00
300	Newsチャンネル	38	2017/4/5 16:40:00	2017/4/5 16:55:00
